player_id,player_name,username,age,city,country,email,phone,game_title,genre,platform,device,game_mode,rank_tier,subscription_type,account_created_date,last_login_date,account_age_days,hours_per_week,total_hours_played,total_matches_played,total_wins,total_losses,win_rate_%,kd_ratio,avg_score_per_match,session_length_mins,achievements_unlocked,friends_count,total_spend_INR,num_in_app_purchases,purchase_type,payment_method,player_rating,toxicity_reports,guild_member,streams_content,churn_risk
PLR0011865,Ethan Brown,ethan_brown_bg,27,Toronto,Canada,ethan.brown@gmail.com,9652427090,Candy Crush,Casual,PC ,WINDOWS,squad,unknown,PREMIUM,2021/08/10,25 September 2023,,NULL,13.2,N/A,3282,,89.5,,4522.7,999999,5,,12897.91,71,none,Wallet,4.2,13,Y,false,medium
PLR0001339,Ava Williams,ava_williamsxX,30,Jaipur,India,ava.williams@gmail.com,9853479653,N/A,Strategy,MOBILE,WINDOWS,Team,-,PREMIUM,September 2017,NULL,1044,-29.6,1361.6,4559,1128,3431,24.7,2.9,161.4,137,149,167,9736.46,17,n/a,Net Banking,3.4,16,0,yes,medium
PLR0027022,  Kenji Malhotra  ,kenji_malhotra_bg,20,Hyderabad,India,kenji.malhotra@hotmail.com,9472267638,8 Ball Pool,Unknown,PC,IOS,squad,N/A,Free,08/04/17,March 2019,,6.4,1107.2,278,106,172,38.1,1.7,4117.4,,113,302,3813.26,NULL,in-app purchase,wallet,1.9,0,true,NO,Medium
PLR0033226,Tanvir Malhotra,NULL,28,Lyon,France,tanvir.malhotra@hotmail.com,9484623372,Pokemon GO,Horror,MOBILE,iOS,Squad,Silver,Free ,2018/05/08,2021/12/12,1314,30.0,4050.0,883,414,469,46.9,4.6,4238.6,119,22,83,11034.06,24,in-app purchase,wallet,6.6,13,false,NO,N/A
PLR0003693,Ishaan Nair,ishaan_nair_gamer,26,TOKYO,Japan,ishaan.nair@hotmail.com,9174125153,8 Ball Pool,None,PlayStation,Mac,Duo,Gold ,Free ,2017-11-19T00:00:00Z,12 May 2019,539,N/A,5880.0,1038,77,N/A,7.4,11.9,2594.3,-202,14,147,11576.58,-31,Full Game,CREDIT CARD,4.9,29,false,Yes,Medium
PLR0025310,Arjun Tanaka,arjun_tanaka_pro,34,Melbourne,Australia,arjun.tanaka@gmail.com,9745595562,Free Fire,Casual,PC ,Android,Team,SILVER,Free,November 2014,2019/09/14,-1757,22.8,1778.4,2889,,2138,26.0,6.0,4469.1,N/A,,192,11373.25,15,N/A,UPI,2.9,16,True,True,medium
PLR0044604,Siddharth Santos,siddharth_santos,34,Bangalore,India,siddharth.santos@gmail.com,9192754262,Among Us,Battle Royale,pc,android,Duo,SILVER,PREMIUM,N/A,05 May 2019,728,44.6,,2041,NULL,1621,20.6,4.0,2482.8,265,-3,343,₹3877.96,N/A,Subscription,,6.3,23,YES,Y,N/A
PLR0012076,Marie Jones,marie_jones999,999,Hyderabad,India,marie.jones@yahoo.com,9296005858,Free Fire,Simulation,mobile ,Android,,SILVER,-,2014-03-13T00:00:00Z,June 2019,1934,56.4,6880.8,45,NULL,,60.0,1.5,2610.6,104,68,49,₹5220.77,79,Season Pass,,1.9,6,Yes,False,HIGH
PLR0031521,Julia Schmidt,  julia_schmidt999,28,Chennai,India,julia.schmidt@hotmail.com,92138-26736,Clash of Clans,FPS,Xbox,android,SQUAD,platinum,pro,NULL,2020-10-03T00:00:00Z,1845,35.4,2017.8,,59,666,111.4,2.5,5025.6,165,43,416,1408.12,16,FULL GAME,CREDIT CARD,4.4,14,yes,1,N/A
PLR0014809,KAVYA CHOPRA,kavya_chopra_bg,13,BIRMINGHAM,UK,kavya.chopra@yahoo.com,9839975388,CS:GO,Strategy,pc,Android,Squad,Diamond,PREMIUM,01/11/19,04 April 2023,1544,2.8,-462.0,2861,682,2179,N/A,2.5,4512.1,45,119,281,10483.08,10,,upi,4.5,17,False,0,Medium
PLR0021477,Pierre Reddy,pierre_reddy_ff,32,Bangalore,INDIA,pierre.reddy@@yahoo.com,9664731560,CS:GO,Strategy,MOBILE,Console,,Master,Premium,NULL,16-02-2019,1104,28.5,912.0,,279,1447,16.2,1.9,1727.8,297,131,180,3374.33,69,N/A,upi,4.5,5,true,1,low
PLR0013861,Pierre Mehta,pierre_mehta_pro,22,Berlin,Germany,pierre.mehta@hotmail.com,9002852215,PUBG PC,Fighting,pc,Mac,Team,Unranked,premium,05/01/19,22.01.2022,997,24.8,446.4,2114,1183,-931,56.0,0.7,4566.9,-191,96,27,$12718.36,9,DLC,NA,2.4,999999,NO,NO,Medium
PLR0011873,Simran Oliveira,simran_oliveira_gamer,22 yrs,Chennai,India,N/A,95024-03876,Fortnite,RPG,Mobile,Android,Duo,bronze,Pro,NULL,2020-09-02T00:00:00Z,596,10.1,1504.9 hrs,,,NULL,66.4,5.8,2084.3,107,121,,14664.74,8,,unknown,-0.1,10,N,N,unknown
PLR0032249,Nisha Garcia,nisha_garcia999,32,San Francisco,USA,nisha.garcia@yahoo.com,N/A,none,Fighting,pc,ios,None,Gold ,Free,22-08-2020,October 2022,-781,56.7,510.3,3070,986,2084,32.1,21.9,4345.9,192,149,341,13623.01,1,in-app purchase,Gift Card,3.3,6,Yes,yes,HIGH
PLR0017580,Ananya Singh,ananya_singh_gamer,34,Hamburg,Germany,NULL,9401776916,Fortnite,Fighting,mobile ,android,,n/a,Free ,2018-06-19T00:00:00Z,2020-12-30T00:00:00Z,925,3.5,336.0,1957,1108,N/A,56.6,5.4,3755.6,243,NULL,-138,3424.04,21,in-app purchase,Wallet,-0.7,2,false,N,High
PLR0022570,  Dev Sharma  ,dev_sharma999,N/A,Melbourne,Australia,dev.sharma@outlook.com,9896260871,Free Fire,Casual,mobile ,android,solo,Unranked,PREMIUM,NULL,2023/06/29,-1239,28.9,4884.1,4811,-3494,1317,72.6,N/A,3696.2,46,96,154,14114.0,31,in-app purchase,wallet,4.3,14,true,0,
PLR0033610,sneha mehta,sneha_mehta999,unknown,Birmingham,UK,sneha.mehta@gmail.com,9701978533,Ludo King,Strategy,pc,Android,squad,SILVER,unknown,09/27/17,2021/02/04,1226,35.1,6669.0,1769,1447,322,81.8,2.0,5023.0,76,13,209,Rs.8333.22,79,Full Game,Credit Card,2.8,17,0,YES,medium
PLR0025919,  Tanvir Yamamoto  ,N/A,33,Chennai,India,tanvir.yamamoto@yahoo.com,9620398609,Clash of Clans,RPG,None,android,N/A,Bronze,free,13 October 2021,2023/02/02,477,,114.0,1082,15,1067,1.4,4.8,2637.2,243,64,414,-636.8,16,Full Game,wallet,3.2,11,False,Y,Low
PLR0035383,R@hul Smith,rahul_smith_gamer,14,Sydney,Australia,rahul.smith@outlook.com,9010586471,N/A,Simulation,mobile ,iOS,solo,,Premium,28 August 2016,N/A,1996,99999,2801.2,3230,101,3129,3.1,3.2,1577.8,-90,10,480,13034.35,47,Season Pass,CREDIT CARD,2.4,20,false,yes,
PLR0027180,Zara Das,zara_das,16,Rio de Janeiro,Brazil,zara.das@outlook.com,9822500333,Candy Crush,Fighting,Nintendo Switch,IOS,N/A,bronze,Premium,February 2018,2021/04/26,1164,27.7,2132.9,2054,78,NULL,3.8,0.7,5007.1,227,84,124,6911.07,17,Subscription,Gift Card,4.1,29,Y,Y,
PLR0005903,SAKURA YAMAMOTO,,26,Dubai,UAE,NULL,9492591546,PUBG PC,RPG,PlayStation,IOS,N/A,Platinum,N/A,25 January 2017,2020/02/06,1107,30.1,NULL,3290,,946,71.2,6.3,3515.6,999999,118,381,-10299.48,16,Season Pass,wallet,4.6,13,yes,NO,Medium
PLR0044754,Hiroshi Oliveira,  hiroshi_oliveira_ff,25,Berlin,Germany,hiroshi.oliveira@yahoo,9368133678,Apex Legends,RPG,Xbox,MacOS,Team,Unranked,Free ,2018-04-17T00:00:00Z,2019-07-20T00:00:00Z,NULL,23.2,1647.2,120,73,47,60.8,8.0,669.6,19,29,325,Rs.2282.13,80,in-app purchase,Debit Card,2.2,,No,NO,
PLR0013428,  James Dubois  ,james_dubois999,28,Brisbane,Australia,james.dubois@outlook.com,,BGMI,Fighting,PC ,MacOS,squad,N/A,Pro,31.12.2016,2020/08/28,1336,35.6,4414.4,1958,N/A,1117,43.0,7.7,1466.5,112,14,999999,₹14149.49,N/A,N/A,Net Banking,2.8,15,0,True,
PLR0006030,Kenji Garcia,kenji_garcia_ff,21,San Francisco,USA,kenji.garcia@yahoo.com,9917714,Dota 2,Simulation,Nintendo Switch,MacOS,na,Grandmaster,Free ,November 2020,10/30/22,715,40.0,5360.0,4651,3045,1606,65.5,N/A,3133.2,42,4,67,759.42,80,Subscription,N/A,6.0,9,Y,true,low
PLR0043572,LUCAS REDDY,lucas_reddy_noob,32,Ahmedabad,India,lucas.reddy@gmail.com,9990639,8 Ball Pool,RPG,Nintendo Switch,iOS,Duo,N/A,Premium,10/04/21,June 2022,,57.1,6509.4,2257,,692,69.3,NULL,576.8,71,NULL,195,4879.6,40,FULL GAME,Debit Card,2.9,13,YES,True,High
PLR0011957,Anna Verma,ANNA_VERMA_NOOB,13,Lucknow,india,anna.verma@gmail.com,+91-9490088709,Ludo King,MOBA,mobile ,android,Squad,Master,premium,03 July 2018,11/25/19,510,20.8,1643.2,-3011,1476,1535,49.0,5.2,,170,116,482,8148.31,38,FULL GAME,Gift Card,4.3,14,False,false,N/A
PLR0011656,Sofia Brown,sofia_brown_bg,30,Melbourne,Australia,sofia.brown@outlook.com,XXXXXXXXXX,Pokemon GO,Horror,Playstation,android,Unknown,Gold,Free ,December 2019,16-06-2023,-1289,32.8,590.4,3379,1857,1522,55.0,4.0,959.9,-47,114,N/A,₹12980.73,53,Season Pass,Net Banking,2.7,1,N,no,N/A
PLR0004440,Harsh Das,harsh_dasxX,15,Chennai,India,harsh.das@outlook,9561218072,Clash of Clans,Casual,PlayStation,,Squad,bronze,Premium,16.06.2015,2019-06-11T00:00:00Z,-1456,42.7,170.8,4848,999999,999999,94.0,1.9,610.2,206,105,490,13790.47,41,Season Pass,Net Banking,4.9,29,NO,Y,medium
PLR0026987,Sneha Joshi,sneha_joshi123,13,Pune,India,sneha.joshi@hotmail.com,9067526,Call of Duty Mobile,Sports,pc,Mac,Squad,Master,pro,25-09-2018,2022/09/29,1465,52.9,9151.7 hrs,3460,1209,2251,34.9,3.6,4115.6,103,36,432,11467.56,40,Subscription,Credit Card,unrated,24,Yes,0,Medium
PLR0022889,Aditya Patel,aditya_patel_ff,17,San Francisco,USA,aditya.patel@gmail.com,9959949832,Call of Duty Mobile,RPG,mobile ,WINDOWS,Duo ,Silver,Premium,2015-12-11T00:00:00Z,June 2020,1654,55.7,1169.7,3817,1731,2086,45.3,17.1,-16.7,136,131,380,7049.99,25,FULL GAME,,3.9,16,Yes,no,
PLR0047969,Riya Sharma,riya_sharma_gamer,32,Abu Dhabi,UAE,riya.sharma@hotmail.com,9528758048,Clash of Clans,FPS,MOBILE,Windows,Squad,Unranked,Elite,21-06-2018,N/A,1137,5.9,790.6,2018,126,1892,6.2,15.1,3008.7,116,78,427,₹4003.81,12,in-app purchase,upi,4.9,18,Y,Yes,High
PLR0011403,Vikram Yamamoto,VIKRAM_YAMAMOTOXX,34,Paris,France,vikram.yamamoto@@gmail.com,9027955083,Minecraft,Strategy,Xbox,Android,Solo,Bronze,N/A,September 2018,2019/10/20,405,48.4,1936.0,2618,118,2500,4.5,N/A,2693.0,50,119,391,Rs.2718.48,8,Unknown,Credit Card,2.4,25,NO,false,medium
PLR0011933,YUKI MARTIN,,,pune,India,yuki.martin@yahoo.com,9855469871,Valorant,MOBA,pc ,iOS,Solo,N/A,pro,28.02.2022,September 2022,196,46.1 hrs,7283.8,4381,2785,N/A,63.6,4.9,4596.4,-262,39,-277,12215.31,,N/A,Credit Card,2.7,25,False,1,
PLR0049811,Miguel Oliveira,miguel_oliveiraxX,unknown,MELBOURNE,Australia,,9925170088,Dota 2,Battle Royale,Playstation,Console,squad,SILVER,PREMIUM,2021-01-10T00:00:00Z,13.09.2022,611,12.8,960.0,2940,2536,404,86.3,3.8,2349.0,999999,14,221,3403.09,3,unknown,Net Banking,3.8,28,Y,1,low
PLR0024935,Siddharth Gupta,siddharth_gupta_noob,999,Marseille,France,siddharth.gupta@outlook.com,9920295,Among Us,Strategy,pc,WINDOWS,Duo ,Gold,pro,17 March 2020,07/06/21,476,18.2,1110.2,3452,1437,,41.6,36.6,246.2,114,38,393,10523.69,24,N/A,upi,1.7,24,Yes,YES,Medium
PLR0024882,Ananya Santos,ananya_santos,,NEW YORK,USA,ananya.santos@hotmail.com,9367651443,Unknown,FPS,na,Unknown,Squad,,Unknown,December 2018,28.08.2023,1702,24.9,771.9,NULL,2705,938,74.3,1.7,3228.2,N/A,3,457,9405.84,999999,N/A,Debit Card,2.5,8,1,Y,HIGH
PLR0007969,Siddharth Verma,siddharth_verma_ff,27 yrs,Brisbane,,siddharth.verma@gmail.com,9359252775,Free Fire,Strategy,N/A,IOS,,platinum,Free ,NULL,07/26/19,1146,45.7,548.4 hrs,3985,3880,105,97.4,36.4,1166.9,179,20,128,1561.19.00,26,DLC,UPI,4.3,19,1,N,
PLR0022674,Nisha Nair,nisha_nair123,33,Mumbai,India,,+91-9973359309,BGMI,Casual,PC ,Console,Duo ,Gold,Free ,08/08/18,02/16/19,192,-21.5,3504.5,2599,1478,1121,56.9,5.9,421.2,243,92,27,7066.75,60,in-app purchase,upi,-1.2,NULL,YES,1,Medium
PLR0018459,Riya Verma,riya_verma_ff,30,Melbourne,Australia,riya.verma@outlook.com,93984-08965,none,Unknown,Xbox,Console,SQUAD,Platinum,premium,,2019/01/04,1178,2.1,380.1,2848,-854,1994,30.0,3.2,3584.9,-116,24,69,7284.0,71,Season Pass,Credit Card,2.8,0,1,YES,N/A
PLR0034742,Zara Gupta,zara_gupta_gamer,20,Rio de Janeiro,Brazil,zara.gupta@gmail.com,9892575654,FIFA 24,Strategy,mobile ,ios,solo,bronze,Elite,10/20/21,NULL,338,13.8,1159.2,1900,102,1798,-1.0,7.6,1260.2,285,122,368,9159.03,50,dlc,UPI,3.5,1,Y,Yes,HIGH
PLR0026185,Harsh Silva,harsh_silva_gamer,17,Hyderabad,India,harsh.silva@outlook.com,9932180715,Valorant,FPS,Xbox,IOS,solo,NA,Premium,25-08-2016,March 2021,1673,21.0,1281.0,2593,582,2011,22.4,5.1,1919.3,NULL,102,104,6766.98,39,Subscription,CREDIT CARD,2.9,14,No,YES,Low
PLR0029432,sofia patel,sofia_patel999,35,San Francisco,N/A,,XXXXXXXXXX,PUBG PC,Strategy,PC ,Windows,Duo ,Grandmaster,N/A,29-01-2019,09 September 2020,589,56.0,3192.0,2071,541,N/A,26.1,N/A,4293.3,156,-7,999999,14899.23,70,Subscription,Debit Card,4.2,13,YES,N,High
PLR0029966,Lauren Tanaka,lauren_tanaka_ff,unknown,Lucknow,India,lauren.tanaka@outlook.com,96322-06861,Genshin Impact,Horror,pc,Android,Solo,Grandmaster,Pro,N/A,25 June 2022,1155,55.0,6985.0,3651,308,,115.4,,621.8,183,37,NULL,8232.44,26,,Credit Card,5.0,2,1,no,
PLR0042062,Kritika Shah,kritika_shah123,35 yrs,RIO DE JANEIRO,Brazil,kritika.shah@gmail.com,9170119055,Ludo King,Strategy,PC ,MacOS,Squad,Master,N/A,12 September 2016,2020/10/13,1492,11.8,955.8,2590,314,2276,106.0,4.7,5001.2,144,-50,247,12742.34,17,Season Pass,Debit Card,4.9,11,yes,Y,
PLR0004385,CHLOE SILVA,chloe_silva_pro,-28,Manchester,UK,chloe.silva@hotmail.com,9656146068,Call of Duty Mobile,Fighting,pc,WINDOWS,,Bronze,Elite,30.04.2022,NULL,387,31.5,1417.5,1549,1159,390,74.8,0.4,757.3,144,-132,402,1495.67,NULL,N/A,N/A,7.0,5,1,NO,High
PLR0021210,Vikram Tanaka,vikram_tanaka_gamer,26,Abu Dhabi,UAE,NULL,94994-12061,n/a,Casual,PC ,WINDOWS,Duo,n/a,Free ,2019/01/24,06-08-2021,925,10.9,1798.5,2182,1955,227,89.6,2.1,2116.1,34,107,-278,11188.86,71,Season Pass,Gift Card,4.5,8,YES,true,Medium
PLR0030722,Kenji Mehta,kenji_mehta_bg,18,Chennai,India,kenji.mehta@hotmail.com,9019278059,none,Battle Royale,pc,Console,solo,Diamond,Free ,30 July 2016,21-10-2021,1909,-31.8,318.0,373,238,135,126.2,3.0,1203.1,203,143,289,14037.01,48,,CREDIT CARD,2.6,4,1,1,Medium
PLR0004881,MARIE JOHNSON,marie_johnson_pro,26,Abu Dhabi,UAE,NULL,9295144502,Dota 2,Sports,Xbox,WINDOWS,solo,Silver,pro,07.05.2015,02-04-2020,1792,16.3,668.3,2519,252,2267,10.0,,4713.9,238,27,271,N/A,,dlc,CREDIT CARD,1.9,8,yes,false,medium
,Riya Smith,riya_smith,22,Melbourne,Australia,riya.smith@yahoo.com,,PUBG PC,Casual,MOBILE,Android,Solo,Grandmaster,Pro,N/A,27-11-2022,813,26.9,4788.2,1767,914,-853,51.7,N/A,804.9,224,95,96,₹12962.08,74,N/A,Wallet,unrated,27,True,NO,Low
PLR0026878,Zara Nair,zara_nair_gamer,25,Abu Dhabi,UAE,zara.nair@gmail,9284163895,8 Ball Pool,na,PC ,Mac,,Unranked,Pro,10 August 2018,11 October 2022,1523,3.7,481.0,1674,715,959,42.7,3.1,3194.4,107,-26,246,11811.99,54,DLC,None,-0.9,30,NO,1,
PLR0049730,Sakura Williams,sakura_williamsxX,29,Mumbai,India,sakura.williams@gmail.com,+91-9625489916,FIFA 24,RPG,unknown,MacOS,SQUAD,Gold ,Free ,2022-04-30T00:00:00Z,18.09.2023,506,42.4,5851.2,151,N/A,N/A,81.5,4.8,5027.0,92,18,500,Rs.2521.18,999999,DLC,,6.7,26,N,yes,
PLR0032129,Karan Brown,karan_brown999,999,Ahmedabad,India,karan.brown@@outlook.com,9101488379,Clash of Clans,Simulation,Playstation,unknown,squad,Bronze,pro,02.04.2016,05.04.2019,-1098,3.8,547.2,-631,454,177,71.9,4.5,3834.8,117,33,229,9641.02,-60,N/A,Gift Card,2.2,6,false,yes,Low
PLR0047055,marie oliveira,marie_oliveira_pro,35,San Francisco,USA,marie.oliveira@yahoo.com,9559068547,CS:GO,Horror,None,Android,Duo ,platinum,Pro,16 September 2018,12.09.2023,1822,59.7,3701.4,4186,1291,2895,30.8,2.3,2080.9,286,110,-474,7642.02,1,Subscription,Wallet,4.9,17,YES,0,Low
PLR0002981,James Schmidt,  james_schmidt_yt,30,Brasilia,Brazil,james.schmidt@outlook.com,9694813076,GTA V,Horror,mobile ,-,squad,Platinum,Free,15-12-2015,27 August 2019,1351,36.6,5380.2,3192,631,2561,19.8,,3484.2,100,-125,433,,35,Full Game,NULL,unrated,26,0,False,Low
PLR0028238,Lauren Chopra,lauren_chopraxX,25,Paris,France,lauren.chopra@yahoo.com,9052777245,Valorant,Fighting,Mobile,Android,,Grandmaster,Premium,2021/05/24,2022-08-08T00:00:00Z,441,15.8,3049.4,1592,1498,94,94.1,1.5,3867.8,131,76,-36,8537.2,26,DLC,Credit Card,4.3,11,False,no,High
PLR0031597,Sofia Oliveira,sofia_oliveira123,21,London,UK,sofia.oliveira@yahoo.com,N/A,CS:GO,Horror,MOBILE,ios,Duo,Gold ,free,2015-05-07T00:00:00Z,30 September 2019,N/A,36.7,99999,1020,81,939,7.9,-9.5,N/A,222,11,98,10585.48,44,In-App Purchase,wallet,3.1,10,0,Yes,medium
PLR0037912,Ishaan Patel,ishaan_patel_yt,,Sydney,Australia,ishaan.patel@yahoo.com,9700233,Dota 2,Fighting,PC ,WINDOWS,solo,,N/A,2020/12/30,April 2022,473,-33.6,3124.8,3520,1300,2220,36.9,-13.3,3067.1,286,36,327,8523.17,52,In-App Purchase,,4.6,25,true,false,HIGH
PLR0023890,Ethan Singh,ethan_singh999,22,Melbourne,,ethan.singh@gmail.com,9900144637,Valorant,-,PC ,Android,Solo,Grandmaster,PREMIUM,2017/11/07,25 October 2021,1448,19.6,2822.4,3732,2312,1420,62.0,4.3,NULL,90,NULL,416,7560.83,23,In-App Purchase,Credit Card,2.8,21,N,N,medium
PLR0007243,Tanya Oliveira,tanya_oliveiraxX,N/A,Hamburg,Germany,tanya.oliveira@gmail.com,9591367701,Ludo King,Casual,Playstation,WINDOWS,Duo ,Grandmaster,Pro,2015/06/24,2019/04/23,1399,7.1,852.0,4287,3375,912,78.7,4.0,3506.1,222,117,96,4307.31,80,in-app purchase,Wallet,6.9,2,0,Y,HIGH
PLR0021064,Disha Schmidt,disha_schmidt_bg,28,BRISBANE,Australia,disha.schmidt@gmail.com,9570672031,Apex Legends,Sports,Xbox,WINDOWS,Solo,Bronze,PREMIUM,2017/05/22,2022-01-13T00:00:00Z,1697,20.0,3900.0,391,177,214,45.3,5.8,NULL,200,56,280,13401.91,3,Full Game,,2.6,28,true,1,Low
PLR0038250,Harsh Williams,harsh_williams_bg,22,Sydney,Australia,harsh.williams@gmail.com,9953836598,Fortnite,Fighting,pc,Console,Duo,Grandmaster,premium,31-03-2015,27 September 2019,,21.7,1605.8,2874,2432,442,84.6,4.5,4790.1,113,6,280,10464.7,35,in-app purchase,N/A,3.8,N/A,True,Yes,Low
PLR0023660,Ava Dubois,ava_dubois_pro,27,Brisbane,Australia,ava.dubois@hotmail.com,9460061825,PUBG PC,Strategy,N/A,Mac,N/A,Grandmaster,Unknown,19-05-2018,2021-01-27T00:00:00Z,984,23.7,687.3,183,-129,54,70.5,0.8,-16.4,120,95,470,$1447.85,60,NULL,UPI,1.6,14,0,YES,medium
PLR0038406,Liam Patel,liam_patel_pro,23,Los Angeles,USA,NULL,9184822778,CS:GO,Sports,MOBILE,IOS,Duo,Platinum,Elite,N/A,2021/02/20,539,57.3,N/A,1621,-606,1015,37.4,4.6,2528.7,15,999999,432,Rs.5236.98,62,dlc,UPI,-1.6,22,0,false,Low
PLR0001912,Ava Shah,ava_shah123,27,London,uk,ava.shah@hotmail.com,99633-89281,Genshin Impact,Battle Royale,mobile ,WINDOWS,Team,N/A,Free ,03 May 2016,06/18/19,1141,39.3,393.0 hrs,1164,645,N/A,55.4,1.7,4054.3,235,999999,NULL,9243.72,44,Full Game,Wallet,4.7,5,Y,Y,low
PLR0048538,DISHA GARCIA,disha_garcia_yt,15,Sydney,Australia,disha.garcia@hotmail.com,9343899402,CS:GO,Battle Royale,pc,Android,Duo ,N/A,premium,October 2013,February 2019,1951,38.8,6091.6,4640,603,4037,-17.6,,1683.7,284,119,100,5331.48,77,Subscription,upi,2.6,25,Yes,YES,HIGH
PLR0019625,Harsh Tanaka,harsh_tanaka999,31,Houston,USA,harsh.tanaka@gmail.com,9291825721,GTA V,Strategy,mobile ,Mac,,NA,Pro,April 2018,06-12-2020,-974,21.0,462.0,2826,N/A,1108,60.8,1.9,2830.7,286,129,23,9711.22,79,Full Game,CREDIT CARD,3.7,19,YES,YES,High
PLR0000378,Kunal Chopra,kunal_chopra_pro,24,AHMEDABAD,India,kunal.chopra@outlook.com,9129785320,Candy Crush,FPS,MOBILE,,,Platinum,Free ,2018/02/15,07 March 2023,1846,35.0,770.0,495,122,,24.6,7.2,209.3,163,24,431,6754.28,16,,Wallet,4.4,14,yes,no,HIGH
PLR0018573,KUNAL JOHNSON,kunal_johnsonxX,30,Manchester,uk,kunal.johnson@outlook.com,9855874814,Minecraft,Fighting,PlayStation,Android,Solo,Gold ,PREMIUM,NULL,December 2019,1449,42.9,4504.5,716,716,,100.0,N/A,470.1,223,N/A,20,14697.52,22,FULL GAME,N/A,1.9,12,true,0,low
PLR0026534,Kunal Müller,kunal_müller_noob,31 yrs,Marseille,France,kunal.mülleroutlook.com,9632945150,Dota 2,FPS,pc,MacOS,solo,Unranked,Pro,2020/04/03,2022-03-27T00:00:00Z,723,38.8,5393.2,4483,350,4133,N/A,6.4,N/A,288,86,223,4382.62,72,in-app purchase,,1.8,12,YES,False,Medium
PLR0004850,Ethan Singh,ethan_singh,20,Paris,France,ethan.singh@yahoo.com,9455556429,Candy Crush,FPS,MOBILE,IOS,SQUAD,NULL,Premium,2019/05/27,21-11-2021,909,N/A,4004.4,-445,346,99,77.8,5.2,759.2,101,95,127,5383.66,2,dlc,N/A,2.2,11,true,YES,N/A
PLR0019440,Sofia Nair,sofia_nair_yt,18,Jaipur,India,sofia.nair@outlook.com,9675634466,BGMI,Strategy,PC ,IOS,,Gold ,Premium,22-05-2020,July 2020,999999,-14.5,1203.5,2768,2095,673,75.7,2.8,1885.6,33,999999,NULL,12873.5,999999,N/A,CREDIT CARD,2.9,23,1,false,HIGH
PLR0041033,rahul williams,rahul_williams_bg,14,Los Angeles,usa,rahul.williams@yahoo.com,9294691018,GTA V,Simulation,PC,Console,,Gold,N/A,2021/05/29,2022-03-24T00:00:00Z,299,21.1,1519.2,4241,1495,2746,35.3,11.3,5020.5,130,122,360,1913.69,29,DLC,wallet,5.1,30,0,0,low
PLR0025821,Kavya Smith,NULL,-28,Pune,N/A,,9779125,Clash of Clans,Battle Royale,PC,android,Squad,platinum,Premium,18 October 2017,2020-09-30T00:00:00Z,1078,34.3,3910.2,2610,2139,471,82.0,3.0,1471.7,129,99,320,$14529.13,36,dlc,CREDIT CARD,2.0,2,no,true,Low
PLR0039947,Priy@ Smith,priya_smith_ff,19,Kyoto,Japan,priya.smith@gmail.com,9163479276,BGMI,Casual,Xbox,MacOS,,Diamond,Free,2017-09-22T00:00:00Z,September 2021,1469,-19.7,1063.8,N/A,,1178,74.1,4.9,403.0,999999,,92,2912.15,80,Subscription,wallet,4.4,999999,yes,NO,
PLR0026867,Chloe Johnson,chloe_johnson_ff,13,Marseille,France,chloe.johnson@yahoo.com,XXXXXXXXXX,Fortnite,Horror,Xbox,Android,Squad,Gold ,Elite,2018/01/25,13.01.2022,1449,39.0,6006.0,3937,3208,999999,81.5,6.2,,238,91,180,Rs.5061.27,33,Subscription,Credit Card,-1.8,,false,No,medium
PLR0043078,ARJUN TANAKA,arjun_tanaka_pro,21,Bangalore,India,arjun.tanaka@gmail.com,9843638234,Minecraft,Horror,mobile ,IOS,N/A,Gold,Elite,N/A,08-06-2022,-1783,38.9,1789.4,2592,1193,1399,46.0,2.1,,32,95,346,Rs.5126.88,48,Full Game,N/A,N/A,24,false,Y,
PLR0029508,yuki yamamoto,yuki_yamamoto_ff,28,Montreal,Canada,yuki.yamamoto@yahoo.com,,Candy Crush,Casual,Playstation,Mac,,platinum,Free ,03-09-2017,NULL,1328,26.6,5027.4,NULL,N/A,419,80.2,7.4,4355.2,-106,125,24,8751.05,43,,Gift Card,1.5,29,Y,Yes,
PLR0040493,Tanya Singh,tanya_singh_noob,28,sydney,Australia,tanya.singh@@hotmail.com,N/A,Pokemon GO,Horror,Nintendo Switch,Mac,Team,,,2017-07-07T00:00:00Z,02-10-2019,817,-56.6,8320.2,358,137,221,38.3,4.8,2515.0,204,55,436,11085.75,6,In-App Purchase,N/A,,,N,NO,HIGH
PLR0015388,Pooja Iyer,pooja_iyerxX,unknown,Hamburg,Germany,pooja.iyer@hotmail.com,9868154468,BGMI,RPG,PC ,ios,unknown,platinum,Free,18.11.2015,2020/07/07,1693,59.1 hrs,8924.1,999999,1071,2175,119.9,3.0,4336.1,999999,132,496,5761.47,45,FULL GAME,UPI,-1.5,-1,Yes,N,N/A
PLR0040421,James Yamamoto,james_yamamoto_ff,18,Montreal,CANADA,james.yamamoto@hotmail.com,9308493231,Candy Crush,Simulation,Nintendo Switch,Mac,Unknown,Diamond,pro,21.07.2014,02-01-2019,1626,12.3,1439.1,4268,906,3362,21.2,5.2,3413.4,-90,-123,316,8308.41.00,16,Full Game,Wallet,4.3,24,0,true,medium
